56,59,62,70,79
51,54,56,63,74
48,52,57,64,71
49,52,54,60,70
40,41,43,49,54
48,51,52,60,67
52,55,61,71,82
49,53,59,69,78
41,43,49,55,63
39,42,45,52,59
28,31,33,39,43
34,37,39,46,50
45,47,55,62,71
56,58,65,74,82
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
